provider_name,provider_type,state,description,email,contact_number,address,website,payment_method,payment_details
Blackall Tambo Regional Council,LGA,QLD,Order the Rates: Standard search from Blackall Tambo Regional Council.,info@blackalltambo.qld.gov.au,,Blackall Tambo Regional,https://www.blackalltambo.qld.gov.au,,
Blacktown City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) from Blacktown City Council.,council@blacktown.nsw.gov.au,02 9839 6000,Blacktown,https://www.blacktown.nsw.gov.au,,
Bland City Council,LGA,NSW,Order the Outstanding Notcies S.121ZP URGENT from Bland City Council.,info@bland.nsw.gov.au,,Bland,https://www.bland.nsw.gov.au,,
Blayney City Council,LGA,NSW,Order the Rates Certificate S.603 from Blayney City Council.,info@blayney.nsw.gov.au,,Blayney,https://www.blayney.nsw.gov.au,,
Blue Cross Community and Residentail Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Blue Cross Community and Residentail Services for a Victorian property.,,,,,,
Blue Mountains City Council,LGA,NSW,Order the Rates Certificate S.603 from Blue Mountains City Council.,council@bmcc.nsw.gov.au,02 4780 5000,Blue Mountains,https://www.bmcc.nsw.gov.au,,
Blue Oak Strata,BodyCorp,VIC,Order the Owners Corporation Certificate from Blue Oak Strata for a Victorian property.,,,,,,
Blue Sapphire Owners Corporation,BodyCorp,VIC,Order the Owners Corporation Certificate from Blue Sapphire Owners Corporation for a Victorian property.,,,,,,
Bluestone OCM Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Bluestone OCM Pty Ltd for a Victorian property.,,,,,,
BMVet,BodyCorp,VIC,Order the Owners Corporation Certificate from BMVet for a Victorian property.,,,,,,
Body Corp Strata Management Solutions,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corp Strata Management Solutions for a Victorian property.,,,,,,
BODY CORP STRATA PLAN: PS500053R,BodyCorp,VIC,Order the Owners Corporation Certificate from BODY CORP STRATA PLAN: PS500053R for a Victorian property.,,,,,,
BODY CORPORATE 346800L,BodyCorp,VIC,Order the Owners Corporation Certificate from BODY CORPORATE 346800L for a Victorian property.,,,,,,
Body Corporate 869,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate 869 for a Victorian property.,,,,,,
Body Corporate Administration Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Administration Pty Ltd for a Victorian property.,,,,,,
Body Corporate and Community Management,BodyCorp,QLD,Order the GlobalX Disclosure Statement 206 from Body Corporate and Community Management.,,,,,,
Body Corporate Australia,BodyCorp,VIC,Order the Urgent within 3-5 days Owners Corporation Certificate from Body Corporate Australia for a Victorian property.,,,,,,
Body Corporate Brokers Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Brokers Pty Ltd for a Victorian property.,,,,,,
Body Corporate Guardians,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Guardians for a Victorian property.,,,,,,
Body Corporate Headquarters,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Headquarters for a Victorian property.,,,,,,
Body Corporate Management (VIC) Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Management (VIC) Pty Ltd for a Victorian property.,,,,,,
Body Corporate Management Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Management Services for a Victorian property.,,,,,,
Body Corporate Managers Bayside,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Managers Bayside for a Victorian property.,,,,,,
Body Corporate No 500144N,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate No 500144N for a Victorian property.,,,,,,
Body Corporate NSW,BodyCorp,NSW,Order the GlobalX NSW Company Title Inspection of Records Report - 4 Year from Body Corporate NSW.,,,,,,
Body Corporate Number 337989,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Number 337989 for a Victorian property.,,,,,,
Body Corporate Plan No. 313766T,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Plan No.,,,,,,
Body Corporate Plan No. 314211M,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Plan No.,,,,,,
Body Corporate Plan No. 548121G,BodyCorp,VIC,Order the Bacchus Marsh - Owners Corporation Certificate from Body Corporate Plan No.,,,,,,
Body Corporate Plan No. PS 339264Y,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Plan No.,,,,,,
Body Corporate Plan No. PS512618A,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Plan No.,,,,,,
Body Corporate Project Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Project Management for a Victorian property.,,,,,,
Body Corporate PS347358T,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate PS347358T for a Victorian property.,,,,,,
BODY CORPORATE RP12181,BodyCorp,VIC,Order the Owners Corporation Certificate from BODY CORPORATE RP12181 for a Victorian property.,,,,,,
Body Corporate Secretary,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Secretary for a Victorian property.,,,,,,
Body Corporate Services,BodyCorp,VIC,Order the Melbourne - Urgent within 3-5 days Owners Corporation Certificate from Body Corporate Services for a Victorian property.,,,,,,
Body Corporate Services (Vic) Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Services (Vic) Pty Ltd for a Victorian property.,,,,,,
Body Corporate Solutions,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Solutions for a Victorian property.,,,,,,
Body Corporate Specialists,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Specialists for a Victorian property.,,,,,,
Body Corporate Strata Group,BodyCorp,VIC,Order the Urgent within 3-5 days Owners Corporation Certificate from Body Corporate Strata Group for a Victorian property.,,,,,,
Body Corporate Strata Group -DRYSDALE,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Strata Group -DRYSDALE for a Victorian property.,,,,,,
Body Corporate Strata Plan 10202,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Strata Plan 10202 for a Victorian property.,,,,,,
Body Corporate Strata Plan 7932,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Strata Plan 7932 for a Victorian property.,,,,,,
Body Corporate Strata Plan 9903,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Strata Plan 9903 for a Victorian property.,,,,,,
Body Corporate Victoria Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Body Corporate Victoria Pty Ltd for a Victorian property.,,,,,,
BodyCorp Management (Vic),BodyCorp,VIC,Order the Owners Corporation Certificate from BodyCorp Management (Vic) for a Victorian property.,,,,,,
BodyCorp Management Services Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from BodyCorp Management Services Pty Ltd for a Victorian property.,,,,,,
Bodycorp Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Bodycorp Pty Ltd for a Victorian property.,,,,,,
Bogan City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) from Bogan City Council.,info@bogan.nsw.gov.au,,Bogan,https://www.bogan.nsw.gov.au,,
Bonnor Accounting Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Bonnor Accounting Pty Ltd for a Victorian property.,,,,,,
Boroondara City Council,LGA,VIC,Order the Council Land Information Certificate from Boroondara City Council for a property in Boroondara City.,boroondara@boroondara.vic.gov.au,03 9278 4444,Boroondara City,https://www.boroondara.vic.gov.au,,
Borough of Queenscliffe City Council,LGA,VIC,Order the Council Land Information Certificate from Borough of Queenscliffe City Council for a property in Borough of Queenscliffe.,info@queenscliffe.vic.gov.au,,Borough of Queenscliffe,https://www.queenscliffe.vic.gov.au,,
BOSS Consulting & Advisory Group,BodyCorp,VIC,Order the Owners Corporation Certificate from BOSS Consulting & Advisory Group for a Victorian property.,,,,,,
Bottletree OC Management,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Bottletree OC Management for a Victorian property.,,,,,,
Boulia Shire Council,LGA,QLD,Order the Rates: Standard search from Boulia Shire Council.,info@boulia.qld.gov.au,,Boulia Shire,https://www.boulia.qld.gov.au,,
Boundary Road (VIC) Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Boundary Road (VIC) Pty Ltd for a Victorian property.,,,,,,
Bourke City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) from Bourke City Council.,info@bourke.nsw.gov.au,,Bourke,https://www.bourke.nsw.gov.au,,
Boutique Property Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Boutique Property Management for a Victorian property.,,,,,,
BPM Constructions & Developments,BodyCorp,VIC,Order the Owners Corporation Certificate from BPM Constructions & Developments for a Victorian property.,,,,,,
Brady Owners Corporation Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Brady Owners Corporation Services for a Victorian property.,,,,,,
Bragabout,BodyCorp,VIC,Order the Owners Corporation Certificate from Bragabout for a Victorian property.,,,,,,
Bramstow Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Bramstow Pty Ltd for a Victorian property.,,,,,,
Bremart Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Bremart Pty Ltd for a Victorian property.,,,,,,
Brewarrina City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) from Brewarrina City Council.,info@brewarrina.nsw.gov.au,,Brewarrina,https://www.brewarrina.nsw.gov.au,,
Brian Hutchins Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Brian Hutchins Real Estate for a Victorian property.,,,,,,
Brian J Howe Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Brian J Howe Real Estate for a Victorian property.,,,,,,
Bridge Owners Corporation Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Bridge Owners Corporation Management for a Victorian property.,,,,,,
Bridgewater Lake Estate Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Bridgewater Lake Estate Ltd for a Victorian property.,,,,,,
Bright and Duggan,BodyCorp,VIC,Order the Owners Corporation Certificate from Bright and Duggan for a Victorian property.,,,,,,
Briglia & Co.,BodyCorp,VIC,Order the Raffles Court - Owners Corporation Certificate from Briglia & Co.,,,,,,
Brimbank City Council,LGA,VIC,Order the Council Land Information Certificate from Brimbank City Council for a property in Brimbank City.,info@brimbank.vic.gov.au,03 9249 4000,Brimbank City,https://www.brimbank.vic.gov.au,,
Brisbane City Council,LGA,QLD,Order the Drainage Plan from Brisbane City Council.,info@brisbane.qld.gov.au,07 3403 8888,Brisbane City,https://www.brisbane.qld.gov.au,,
Broadsword Group Pty Ltd,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Broadsword Group Pty Ltd for a Victorian property.,,,,,,
Broken Hill City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) from Broken Hill City Council.,info@brokenhill.nsw.gov.au,,Broken Hill,https://www.brokenhill.nsw.gov.au,,
Browns Body Corporate Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Browns Body Corporate Management for a Victorian property.,,,,,,
Brown�s Body Corporate Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Brown�s Body Corporate Management for a Victorian property.,,,,,,
Budget Owners Corporation,BodyCorp,VIC,Order the Owners Corporation Certificate from Budget Owners Corporation for a Victorian property.,,,,,,
Bulloo Shire Council,LGA,QLD,Order the Rates: Standard search from Bulloo Shire Council.,info@bulloo.qld.gov.au,,Bulloo Shire,https://www.bulloo.qld.gov.au,,
Buloke Shire Council,LGA,VIC,Order the Council Land Information Certificate from Buloke Shire Council for a property in Buloke Shire.,info@buloke.vic.gov.au,,Buloke Shire,https://www.buloke.vic.gov.au,,
Bundaberg Regional Council,LGA,QLD,Order the Rates: Property search from Bundaberg Regional Council.,info@bundaberg.qld.gov.au,,Bundaberg Regional,https://www.bundaberg.qld.gov.au,,
Burdekin Shire Council,LGA,QLD,Order the Rates: Rates Info only from Burdekin Shire Council.,info@burdekin.qld.gov.au,,Burdekin Shire,https://www.burdekin.qld.gov.au,,
Burgess Rawson,BodyCorp,VIC,Order the Owners Corporation Certificate from Burgess Rawson for a Victorian property.,,,,,,
Burke Shire Council,LGA,QLD,Order the Rates: Full (including water meter reading) from Burke Shire Council.,info@burke.qld.gov.au,,Burke Shire,https://www.burke.qld.gov.au,,
Burnham Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Burnham Real Estate for a Victorian property.,,,,,,
Burstin & Partners,BodyCorp,VIC,Order the Owners Corporation Certificate from Burstin & Partners for a Victorian property.,,,,,,
Burwood City Council,LGA,NSW,Order the Rates Certificate S.603 from Burwood City Council.,council@burwood.nsw.gov.au,02 9911 9911,Burwood,https://www.burwood.nsw.gov.au,,
Buxton Group Retirement Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Buxton Group Retirement Pty Ltd for a Victorian property.,,,,,,
Byron City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) from Byron City Council.,council@byron.nsw.gov.au,02 6626 7000,Byron,https://www.byron.nsw.gov.au,,
C.D.L. Strata Managers,BodyCorp,VIC,Order the Owners Corporation Certificate from C.D.L.,,,,,,
C.J Keane & Co.,BodyCorp,VIC,Order the Owners Corporation Certificate from C.J Keane & Co.,,,,,,
C.S.C Estate Agency,BodyCorp,VIC,Order the Owners Corporation Certificate from C.S.C Estate Agency for a Victorian property.,,,,,,
Cabonne City Council,LGA,NSW,Order the Outstanding Notices S.735A & 121ZP from Cabonne City Council.,info@cabonne.nsw.gov.au,,Cabonne,https://www.cabonne.nsw.gov.au,,
Cairns Regional Council,LGA,QLD,Order the Rates: Standard search from Cairns Regional Council.,council@cairns.qld.gov.au,1300 692 247,Cairns Regional,https://www.cairns.qld.gov.au,,
Calli Owners Corporation,BodyCorp,VIC,Order the Owners Corporation Certificate from Calli Owners Corporation for a Victorian property.,,,,,,
Camberwell Manor Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Camberwell Manor Management for a Victorian property.,,,,,,
